nama,area,rating,deskripsi,reviews,place_id,sentiment
Rumah Makan Segar,Sawah Besar,4.0,,"Rumah makan Chinese food. Ruangan dibagi dua, bagian depan tanpa AC terdapat 2 meja. Bagian dalam disediakan 5 meja. Pelayanan cukup cepat, ibu boss langsung cepat tanggap menyapa dan mempromosikan hidangan restoran nya 😁, terdapat lahan parkir di dekat restoran ini muat untuk sekitar 7 mobil. Kami memesan menu: 4 Nasi putih, @1porsi: Gurame saos taosi, babat Jarit rebus cah toge, belut cah fumak dan 2 gelas air jeruk. Untuk menu diatas seharga",ChIJkVQigO_1aS4Rp3_Waw9kzhk,positive
The People's Cafe Rajawali,Kuningan,5.0,,Nunggu janji temu di kedubes..  ngopi sama ngemil.. tempatnya nyaman.. ada sofanya empuk. Di sedianin colokan kalo butuh buat nge charge hp/laptop.. Makannya juga enak. Kopinya enak,ChIJW_4P3yfzaS4RgPMpfYJEilQ,positive
Bakmi Pinangsari,Mangga Dua,4.0,"Resto lokal yang terang dan sudah lama berdiri, menyajikan mi Indonesia & masakan China di tempat penuh warna.","[Rate 3,5/5] . . Tertarik mencoba bakmi yang satu ini karena video Instagram. Temrpatnya ada di kawasan Pinangsia dan ber-AC. Untuk metode pembayarannya menerima QRIS.  Bakminya tipikal bakmi old style. Pangsit gorengnya disajikan pakai saus tomat dan bisa dibeli satuan.  Saya mencoba :  1. Mie Ayam Jamur (Rp. 38.000)  Sayangnya jamur sedang habis ketika saya datang. Ayamnya empuk gurih dan kuahnya light namun tidak hambar.  Tingkat kematangan mienya pas dan ada aroma minyak babi. Sayang rasanya hambar padahal saya makan dengan kuah dipisah. Saya sampai aduk dan tetap hambar.  Endingnya saya tmbah kecap asin cukup banyak biar ada rasa.  2. Pangsit Goreng (Rp.6.000)  Saus tomatnya agak kental dan asam. Menurut saya, pangsit gorengnya sangat enak. Rasanya sedikit mirip Bakmi GM, tipikal yang renyah. Namin menurut saya ini lebih enak.  Isian dagimgmya cukup banyak dan todak berbau amis. Dagingnya natang dan kulitnya tidak gosong.  Bahkan ada hint rasa dan aroma minyak wijen.",ChIJmc94zwD2aS4RPsA3DuwKsHQ,neutral
KEDAI BANG NADI,Pondok Indah,5.0,,"Tempatnya nyaman , adem enak buat ngerumpi kalau lagi jam istirahat. Makanan nya murah2 harganya, dan rasanya enak bikin nagih🤠",ChIJKYjTYADxaS4R22v123wE9nk,positive
Rumah Makan Uda Denai,Tebet,5.0,,Jangan remehkan lokasinya... tapi rasanya bner2 mntap serasa  ⭐️⭐️⭐️⭐️⭐️... menu favorit KEPALA KAKAP,ChIJvZlEdYfzaS4RR31VDcIsYtw,positive
Teras Bumell,Pondok Indah,4.0,,Sate Taichan nya paling BEST !  Harganya OK banget.,ChIJdS-m8_bxaS4R5s9kM3kh06g,positive
Sea Grain Restaurant and Bar,Menteng,5.0,Restoran DoubleTree Hotel indoor/outdoor elegan yang menyajikan hidangan Mediterania kelas atas.,"Suka bngt ambiance nya yang comfy, terkesan santai dan relax  Makanan nya berasa ligth and clean Cocok banget buat aku yang suka sama makanan Clean food gini. Walaupun rasanya clean , tapi taste nya so nyummy..  Pengolahan bahan dan bumbu menggunakan ingredients terbaik.  Ala cart buffet. Suka konsep nya , jadi kita tinggal duduk cantik aja dan order sepuas nya dari menu, tanpa harus bulak balik ambil makanan.  Lebih berasa high lever up dan ini cocok banget buat bawa orang tua maupum anak2.  Hanya ada untuk Saturday Brunch ya",ChIJ0R5gH2v0aS4RjagMBn-kabk,positive
Nasi Campur Kacamata Kedoya,Kebon Jeruk,1.0,,"Sy terus terang dah langganan lama. Cuman kecewa ma kualitas makanan. Beli bundling via online, pas dtg, bubur asin, ampe ga bs ketelan. Beli pagi, sore nasi hainam jg mo basi, dpt casio garing nya yg gosong pula. Telur nya jg dah benyek kyk stok lama. Wah kacau d. Kapok sih kl kualitas kyk gini trs, alamat bye2",ChIJlaeiYQ33aS4RW_IopxfOWf8,negative
Santai Malam Along,Sunter,5.0,,31 OKTOBER 2025 Home Delivery Bihun goreng ayam Kwetiau goreng seafood Udang cah jagung muda Ayam rica,ChIJCfFfi4H1aS4RtT-NjIiqFEc,positive
Langit Seduh Selatan,Kemang,4.0,,"Cafe di daerah Kemang, Jakarta Selatan. Tempatnya bagus vibesnya juga asik. Ada mushola nya juga di bawah. Asik buat bikin small event. Cuma parkirannya sih kecil bgt dan kalau udah penuh terpaksa pakai valley 😅. Saran harusnya kalau tempat kayak gini parkir lebih gede. Untuk rasa makanan nya standard. Overall lebih ketempatnya yang bagus 👍🏻",ChIJ-wCc4LbzaS4RqQ7mE2Pwhc4,positive
Haohao Dimsum & Chinese Food,Daan Mogot,5.0,"Tempat makan simpel khas China yang menyajikan pangsit, mantou goreng, nasi, dan lainnya, serta kopi dan teh.",Makanan ok.. Saya pesan Bubur ayam Lumpia steam Hakau,ChIJlYsx0EL3aS4R8iaXcdnToPI,positive
Mountes Kupi Aceh,Pancoran,5.0,,"Kedai atau lebih tepatnya mungkin resto aceh baru di daerah jaksel. Banyak bgt kedai aceh di jaksel, bedanya yg ini terlihat lebih ""formal"", meskipun ga menghilangkan kekhasan kedai aceh pada umumnya. Seperti open kitchen dan tumpukan krimer kental manis yg ditumpuk tinggi.  Tempatnya rapi dan bersih, dipermanis dgn beberapa pajangan ke-aceh-an. Disini ada 3 ruangan klo tdk salah. 1 ruangan non AC, 1 ruangan AC untuk customer umum, 1 ruangan AC yg tampaknya untuk acara privat.  Untuk produk, saya pesan mie aceh tumis dan kopi susu. Saya suka dgn mie acehnya. Bumbunya medok dan tekstur mie-nya sangat kenyal. Nikmat sekali. Sedangkan kopi susu, bagi saya ok. Sebagaimana umumnya kopi susu aceh pada umumnya.  Paling yg jd catatan saya, saat disana saya beberapa kali lihat karyawan melakukan aktivitas diluar kerjaan di area customer. Tp secara umum sih pelayanan bagus.  Disini jg ada wifi dan tempat parkir yg cukup luas.",ChIJ4WAx5aXzaS4Rf804zOvpB7w,positive
ICHUNG BUKAN KOPITIAM SUNTER,Sunter,4.0,,"Nyicipin Ichung Bukan Kopitiam. Jauh-jauh dari Planet ke Utara Jakarta cuma buat icap icip inih.  Wara wiri banget Video nya di Youtube di Reels. Jadi penasaran.  Kesini sekitar jam 4 sore kurang. Kosong melompong gak ada orang. Memang bukan jam nya makan sih jadi kosong. But heyy... pelan-pelan satu per satu customer nya masuk dan at the end pas mau pulang semua meja kursi di dalam ruangan keisi semua dong. Bahkan ada customer yg berdiri depan pintu nungguin meja kita.  Disini alur nya kita pesan dulu makanan nya di kasir, bayar, baru makanan nya datang. Jadi kalau bisa decide mau makan apa disini, uda di list aja, mau pesan apa aja disini. Jadi saat liat menu di kasir gak lama-lama. Oia dari harga di menu jangan lupa ada tambahan pajak dll nya 15% total nya tadi bayar 177k bisa bayar pakai debit card atau QRIS  Kesini kita pesan :  Fishball alias baso ikan. Kita pilih nya isi 3pcs campur : original, keju, babi. Harga nya 3pcs 45,000, mau beli satuan juga bisa sih. Sama aja harga nya per satuan nya 15,000/baso. Baso Ikan Original tuh baso ikan biasa, gak ada isi di dalam nya. Baso Ikan Keju ada isian nya keju Baso Ikan Babi yang ada isian nya daging babi di dalam nya, ada sedikit kuah dibagian dalam nya. Jadi saat digigit kudu hati-hati muncrat isi nya. Untuk ukuran baso ini lebih besar dibandingkan ukuran baso ikan yang biasanya. Tidak bau amis dan kenyal.  Nasi Babi Cincang 50,000 Nasi nya masih panas di tabur banyak banget daging babi cincang kecap plus di topping sama telor ceplok dan pangsit goreng. Telor Ceplok nya bisa request matang atau setengah matang. Komposisi Plate nya kyknya 40% nasi 40% daging 15% telor 5% nya tuh si pangsit kriuk  Bakmie Babi Cincang 35,000 Bakmie nya bisa pilih mau yang karet, keriting atau lebar. Minta rekomendasi staff nya, katanya yang favorite disini yang keriting nya. Trus ditanya lagi mau pedas level berapa ? 1 2 3, level 3 yang paling pedas. Jadi ternyata setelah diaduk aduk, ada cabe rawit setan/jablay yang di bagian bawah bakmie nya. Ini juga daging cincang nya banyak banget porsi nya. Yang kurang hanya pemanis di mangkok nya yaitu daun bawang. Saat diantar pesanan ini nanya kenapa gak ada ijo-ijo nya ? Kata staff nya daun bawang nya lagi kehabisan. Padahal photo jadi cakep kalau ada daun bawang diatas bakmie ini.  Es Teh Tarik 24,000 buat taste saya agak kurang manis, tapi gak papa lah anggep aja less sugar ngurangin gula.  Mereka buka dari jam 7pagi - 10malam. Kebayang ini jam breakfast lunch maupun dinner pasti full sih. Interior nya simple dan toilet nya perlu diapresiasi sih. Bersih banget. Pertahankan ya. Jarang-jarang nemu resto yang toilet nya bersih rapih kayak gini.  Staff nya pun gercep gercep sekali saat melayani. Saya ada terima sedotan yang bagian badan atas nya tuh bolong jadi gak bs kesedot minuman nya. Staff nya gercep dong nyamperin buat kasih sedotan baru buat pengganti nya. Terima Kasih :)",ChIJ-RElHgD1aS4RSvxAXazsFnA,neutral
Warung Makan Bu Santi,Gambir,5.0,,Harga okk rasa okk,ChIJlagJvdj1aS4R902Q82hNfZM,positive
Sop Buntut Mangga Besar,Taman Sari,4.0,"Restoran simpel dengan tempat duduk minimalis yang menyajikan sup buntut, menu nasi populer & hidangan utama.","Sop buntutnya sih terkenal sejak dahulu, tepatnya seberang hay thien, memang terkenal salah satu yg enak di jakarta , tentu harganya juga oklah  selain itu dia banyak roti dan cake yg bisa dipesan atau di beli langsung. Ownernya juga ramah. 👍",ChIJLegZl-L1aS4RDZ0tqSuUbGo,positive
Bebek Kaleyo Tomang,Tanah Abang,5.0,,"Makanan enak, empuk, gurih. Suasana nyaman. Ada ruangan ac sama ruangan outdoor. Pelayanan ramah.",ChIJZ4p3a2L2aS4RacNPEgXWPO4,positive
Mutiara Seafood,Penjaringan,4.0,,"Porsi seafood, sesuai dgn harga, rasa enak std ya, resto ramai kalo jelang mlm, service bagus, ramah, cepat keluar masakannya.",ChIJvTzgGqQdai4RePFGwt98bhE,positive
Cafe Tenda WGP,Kelapa Gading,4.0,,"Kalo lagi pengen street food tp nyaman, bersih, dan pilihan nya beragam mulai dari tahu campur surabaya sampai pho vietnam",ChIJxf0-HkL1aS4ROP1Q9LewfIU,positive
D'PAN 59 CAFE,Kebayoran Lama,5.0,,"Cafe nya sangat nyaman... Harga ramah kantong.. Rasa endulitaaaa pkknyaa enak semua, apalagi seblaknyaaa dower2 ini bibir sakit pedes nampoooll rasa kencurnya pkknya paaasss dilidah🥳 Tempat bersih, AC dingiiiin, outdoor nya pun keren sangat rekomended unt spot foto2 lhooo...",ChIJpfFtWXnxaS4RrCa3g9wGVxo,positive
ROTI BAKAR KEIBAR CIPUTAT,Lebak Bulus,4.0,,"Kesini beberapa tahun lalu, masihh non AC dan pake kipas angin😁 tapi sekarang udah berubah dan kagett kok tempatnya dah bagus😃😃 ada tmpt smoking dan non smoking  Menunya selalu enak, selalu ngidamm makan roti bakarnya sih sama es matchanya, ehh tapi habis tadi  Pesen makan: 1. Nasgoremi : gabungan dari nasi sama mie, terlalu smokey jadi ada beberapa mie/nasi gosong dan pait. Mienya juga agak keras, jd maaf kurang suka 2. Ayam pandan lada garam : enaaak bgt, asinnya pas, aku suka. Ada sekitar 8/9 potong dan bikin kenyang 3. Ice premium thai tea : enakk, manis pas 4. Aren canggu latte : enak 5. Roti bakar ovomaltine : enak🤣  Tempatnya full music, full AC. Ada colokan juga, jd kalo mau sekalian ngecas bisaa. Tapi agak tumben ini malming jam set 8 malem sepii, biasanya suka waiting listt  Sekiann🩵 pasti akan kesini lagi",ChIJnXDI7yvwaS4R82g_FesnAvs,positive
Sate Waru Pondok Indah,Pesanggrahan,5.0,,"Sate Domba Tegal nya juara.. engga pernah gagal, selalu sukses... enak, juicy dan empuk 👍🏼👍🏼👍🏼. Demikian pula Sop Domba nya 👍🏼👍🏼👍🏼.  Pelayanan selalu ramah dan cepat.",ChIJuY-6j1LxaS4RfovehEmKfO8,positive
Rumah Makan Ahai,Taman Sari,5.0,"Masakan tradisional China, plus layanan pesan-antar & bawa pulang, di tempat makan simpel bersuasana kasual.",Menu terfavorit adalah tauco udang. Kalo kesini jgn sampe tidak memcoba menu ini. Saya Yakin pasti ketagihan dan terbayang terus deh,ChIJZUMIShP2aS4RTxBd8JqftfM,positive
RAMLI seafood,Pasar Rebo,5.0,,"Enak banget, sambelnya mantap, dan harga bersahabat",ChIJS8j8ewDtaS4Raj5tOM51LIU,positive
Kwetiau Akang Muara Karang,Penjaringan,4.0,Menyediakan berbagai pilihan masakan kwetiau dan makanan Cina lainnya. Tersedia jasa antar.,"Rasanya enak juga kok. Ga kalah dari yg di mabes n pesanggrahan. Kwetiaw tomat, kwetiaw goreng. Ini ada seafood n non halal ya. Selain itu ada menu2 baru paketan",ChIJaUkScaIdai4RMhcbNDPZP0k,positive
Warung Pintar J1,Tebet,5.0,,rame betul warungnya 👍,ChIJW4ffJqDzaS4RXgbtjLODphE,neutral
Warung Makan,Sudirman SCBD,4.0,,"Enak. Murah. Berkualitas. Cuma toiletnya ora umum, sisanya biasa",ChIJJ0OFE0DxaS4RYJf8btnCygs,positive
Bakoel Kita Express RSI Pondok Kopi,Buaran,5.0,,"Makanannya enak2, pelayanannya ramah dan cepat 👍",ChIJdVdiWOyNaS4RiraMJ0IjfUc,positive
KEDAI RATU CIPAYUNG,Ciracas,5.0,,"Mie Bangladesh ya enak, berani bumbu, next mau pesan yg jumbo, pelayanan nya juga ramah, dan engga nunggu lama",ChIJcyp_8V_taS4RQeDUBtGkBao,positive
Kuotie Shantung AA87 Sunter,Kelapa Gading Barat,5.0,,"Salah satu kuotie halal yang wajib dicoba kalau lagi nyari cemilan enak di Jakarta. Sudah 3x kesini baik dine in ataupun takeaway, selalu antri panjang dan ga pernah sepi. Tapi tenang aja, ga terlalu lama kok waktu nunggunya.  Menurutku rasanya gurih banget, dagingnya berasa banget dan pas sama bumbu dan daun bawangnya, kulitnya juga garing, tapi moist lembut dalemnya.  Harga seporsi Rp35.000/10pcs. Sangat worth to try lah kalau mau dibandingin sama keluarganya gyoza/mandu yg biasanya lebih mahal. Kalau ditanya soal higienis, sepenglihatan sih mas-masnya rapi dan bersih ya selama proses masak meskipun memang ga pake alat pelindung kayak sarung tangan ataupun masker.",ChIJa2QjSe31aS4RwnDQ_GIBToM,positive
JejepanganJKT - Tenda Gandaria Tengah,Kebayoran Baru,5.0,,Makan disana pas malming. Makanan dateng 20 menitan dan bingungnya makanannya gak begitu panas. Rasanya enak dan worth it lah buat harganya. Nasinya maur jadi bingung gimana mau di sumpitnya. Sejujurnya dari semua Jejepangan emang disini sih yang paling enak,ChIJA2Im0oLxaS4R4YVgAYaLj0Y,neutral
Gobar (Gondangdia Baru) Resto,Makasar,5.0,,"Saya Makan empal enak dan empuk, teh juga enak, dan harga sesuai, bisa untuk tempar meeting.  Saran untuk pemilik tempat. 1. Tulisan coffe ramen dimsum digeser agak ke arah jalan raya, 2. Plank Biar sudah mulai lusuh (butuh dibuat kelap kelip agar menjadi attensi bagi yang berkendara) dan kalah besar dengan tulisan Mako Johnny andrean di atas nya, 3. Panggung live music di geser ke teras depan, agar orang/kendaraan lewat dapat mengetahui keberadaan Gobar. 4. Teh tawarnya enak, tapi kalau bisa harganya lebih ekonomis",ChIJLQF_nfHzaS4R0ei0IOPnh7w,positive
AWkitchen Pasta House Plaza Senayan,Sudirman SCBD,5.0,"Relaxed, plaza-based kitchen serving creative Italian & Japanese fusion dishes in homey quarters.","Bersih, tersedia VIP room dengan minimum payment, pelayanan ramah dan informatif, penyajian menu cukup cepat.  Pasta disini al dente, perfectly cooked. Menu lainnya juga 8/10 untuk preference saya. Ada yang agak bland untuk lidah saya tapi ya pastinya balik lagi ke taste masing masing.  Hanya saja suasananya agak remang, mungkin memang ambiencenya seperti itu.",ChIJ03cSFvDwaS4RrsY_4uys37g,positive
Kedai Lilie Singkawang,Tanah Abang,5.0,,Iga bakar paling enak yang pernah saya makan. Dagingnya empuk banget dan besar-besar. Pelayanan cukup lama kalo di jam makan siang. Saya gak bisa sering-sering makan karena harganya 65 ribu dan sekarang udah gak kerja di daerah sana :(,ChIJPW_L7yD0aS4Rg5THfHxN7zQ,positive
Pecel Ayam Pondok Makan 99,Glodok,1.0,,"Ayam selalu di kasih yang sudah di goreng lalu di angetin pas ada pembeli, parah",ChIJI9ik7vgdai4RtufEvxSo8tI,negative
Singapore Kwetiaw Kerang,Penjaringan,5.0,Restoran klasik & mewah yang menyajikan hidangan khas China dalam suasana bersahaja.,Salah satu chinese food restaurant favorit saya. Menu sangat bervariasi dan semuanya enak enak. Tempat nyaman dan pelayanannya juga sangat ok. Highly recommended 👍👍,ChIJN6rjboodai4RNlzq0mANB_M,positive
Warteg Kharisma Bahari,Pesanggrahan,5.0,,"Mantep! 24 jam, malem2 lauknya masih banyak pilihan, harga ok dan rasa enak, tempat luas pun. Parkirannya aja agak bahayur",ChIJ0YFq87rxaS4R8vKxvM3wWZo,positive
Rumah Makan “Pinggir Jalan” (RUMPIKAL),Kemayoran,5.0,,mantap,ChIJ494Q9F71aS4RABeMPLWlHYM,positive
Pondok Nasi Kebuli Ibu Hanna,Jatinegara,4.0,Restoran halal dan luas yang menyajikan hidangan nasi Timur Tengah klasik di tempat yang cerah dan simpel.,"Nasi kebulinya enak dan harum, kambingnya pun enak, gurih dan empuk sangat. Tempatnya bersih dan nyaman, cukup luas untuk makan ramai-ramai dan memiliki tempat parkir yang cukup. Untuk harga mungkin agak diatas rata-rata, sekitar 58rb untuk menu nasi kebuli kambing yang saya pesan, dan itu salah satu menu nasi yang termurah disini. Tapi ok lah untuk sekali-kali makan makanan khas timur tengah ini.",ChIJ4b8W6ILzaS4RItXwtCDXt8k,positive
MADAM SIM CAFE,Penjaringan,4.0,,"Makanan aman, suasana jg oke. Service baik. Banyak nyamuk",ChIJARoaNbkdai4Rrc-JYmUAAI0,negative
The People's Cafe,Sudirman SCBD,5.0,,tempatnya sangat bagus dan cocok buat meeting sama temen temen kerja & makanannya enak enak dan good service pelayanan nya👌,ChIJp8qLSgD0aS4RgRrAqtNTu7I,positive
Rempah Bistro - Puri Indah Mall,Puri Indah,3.0,,"Baru pertama kali makan pandan bistro gaenak 🥲. Rasanya aneh, kayak bau kulkas daging dan sayurnya pelengkap nasi langinya. Agak kaget, karena biasa makan panda bistro selalu enak, cobain yang disini gaenak.",ChIJWZGNcgD3aS4R2WP8x9FQNZw,negative
SAUNG PAK SUBAWI,Penjaringan,5.0,,Tempatnya nyaman,ChIJyRtfi7Idai4RnX-8KpaDyuA,negative
Natrabu,Menteng,5.0,Restoran Padang dengan kapasitas 500 orang (standing party) menyediakan paket pengantin sejak 1967.,Cobain natrabu di aeon sentul tempatnya nyaman trs pesan telur barendo sama rendang semuanya enak. Lokasinya dibawah lantai H&M yaaa B1 soalnya pas awal nyari juga agak bingung sebelah mana tp worth it.,ChIJDRYNPS_0aS4ReO7FR8FXQ1U,positive
Warung Ansel,Tanah Abang,5.0,,"enak banget semua makanan nya,dijamin ga bakal rugi kalo singgah kemari.",ChIJOzCpsJb3aS4RhwPREVyfDvc,positive
Sushi Hiro Plaza Indonesia,Menteng,1.0,,"Saya mau mengutarakan kekecewaan saya untuk promo yang saat ini berlangsung  Malam ini saya makan di Plaza Indonesia Jakarta dan memesan 4 Menu Dari Promo 45k Sushihiro  Sangat sangat kaget,  Ketika orderan saya dtg  Kualitas dan kuantitas dari makanan yang saya order ini sangat mengecewakan  Sangat Tidak layak untuk dikonsumsi  Karena tidak sesuai dengan yg biasanya saya order diluar promo  Saya biasanya memesan menu ini diluar promo dengan kualitas dan kuantitas yg sangat bagus  Kok bisa menu yang Harga normalnya 90k dibuat promo menjadi 45k Namun kualitasnya Dikurangi?  Ini saja saya menipu Customer  Sangat sangat kacau !  Saya minta pertanggung jawaban sushihiro terkait hal ini ya  Terima Kasih",ChIJScs3obH1aS4RCExKDFlUTYM,negative
Kanbai Shabu & Grill,Kemayoran,1.0,,Gk jelas tempatnya gk ada malah isinya tempat karaoke dan sewa lc 👎🏻 mana biaya masuk motor mahal gk sampai 10menit 4rb,ChIJrU6-ya71aS4RE1AdRnG5JWk,negative
Sate Sabang Pak Heri Asli,Menteng,5.0,,"Jujur sebenarnya agak bingung sate pak Heri yg asli yg mana. Tadi kami hanya melihat menunya ada tulisan pak Heri jadi kami akhirnya berhenti di situ. Tidak sempat mengambil foto dari depan. Saya pesan 1 porsi sate ayam dan nasi, harganya 35rb, teman saya juga sama 1 porsi sate ayam, lontong, dan air mineral harganya 40rb (yg 5rb air mineralnya). Sate nya enak, dagingnya empuk, lemaknya dikit. Bumbu tergolong manis dan tidak pedas. Jadi kalau mau pedas tinggal ditambahkan sambal aja.",ChIJe9pojNH1aS4R5Uuov_vYobY,positive
Nasi Goreng Kambing Kebon Sirih Sejak 1958 - Karang Tengah,Lebak Bulus,5.0,Restoran khusus tunai dengan menu populer Indonesia seperti nasi goreng & sate di tempat standar & nyaman.,Maknyus rasa nikmat banget dan tetap hangat walau pesen dari pesan antar,ChIJLfLuKNbxaS4RPXpmKSqkOCo,positive
Rumah Makan Zahra,Matraman,4.0,,Kalo kesini kalo mau komplit jam 10an Gorengannya sudah komplit Harga lumayan terjangkau Rasa standart warteg yaa,ChIJlbVmYtf1aS4R3n1VpGXiAiU,neutral
Warung Legend Om Jin Preman,Pasar Rebo,5.0,,Evryting is good Liat artis pada live tiktok Klo malam jumat sma malam sabtu suka ada om jin preman lg live disitu..mantabbbb,ChIJ9wG6DADtaS4RJZL5bY93Gac,positive
Waroeng Bang UUD,Puri Indah,4.0,,Ternyaman buat nongkrong rame2 cyn,ChIJEynU13T3aS4RoONtCAcjepo,positive
Smoking Barrels Atelier - Cilandak,Cilandak,4.0,,"Lokasi nya cukup strategis, di google maps ini sudah sesuai titik. Dan untuk parkiran mobil dan motor tersedia, dan ada juru parkir nya.  Ambiance nya cukup cozy, banyak yang wfc juga disini, ada tempat duduk untuk sendirian juga dan ada area outdoor smoking. Wifi, stop contac aman disini.  Staff nya juga super informatif, memberikan info apa saja menu yang affordable disini, kebetulan aku order menu : • Truffle Fries (45k) • Piccolo Iced- Journeymand Blend (40k) dan pakai oat milk, lagi free soalnya. Ini kopi nya light, enak, agak sedikit bold. • Matcha Latte Iced - Kana 75k. Umami dan bitterness.",ChIJYzW0mQvxaS4R68oK_z82AnE,positive
